ID,message_index,message_dialogue,next,is_choice,choice1_dialogue,choice1_next,choice2_dialogue,choice2_next,choice3_dialogue,choice3_next,sudden_event
diag_000016,index_028,text_diag_000016_031,END,FALSE,-,-,-,-,-,-,-
diag_000017,index_000,text_diag_000017_000,index_001,FALSE,-,-,-,-,-,-,-
diag_000017,index_001,text_diag_000017_001,index_002,FALSE,-,-,-,-,-,-,-
diag_000017,index_002,text_diag_000017_002,-,FALSE,text_diag_000017_003,index_003,text_diag_000017_010,index_009,text_diag_000017_017,index_015,-
diag_000017,index_003,text_diag_000017_004,index_004,FALSE,-,-,-,-,-,-,-
diag_000017,index_004,text_diag_000017_005,index_005,FALSE,-,-,-,-,-,-,-
diag_000017,index_005,text_diag_000017_006,index_006,FALSE,-,-,-,-,-,-,-
diag_000017,index_006,text_diag_000017_007,index_007,FALSE,-,-,-,-,-,-,-
diag_000017,index_007,text_diag_000017_008,index_008,FALSE,-,-,-,-,-,-,-
diag_000017,index_008,text_diag_000017_009,END,FALSE,-,-,-,-,-,-,-
diag_000017,index_009,text_diag_000017_011,index_010,FALSE,-,-,-,-,-,-,-
diag_000017,index_010,text_diag_000017_012,index_011,FALSE,-,-,-,-,-,-,-
diag_000017,index_011,text_diag_000017_013,index_012,FALSE,-,-,-,-,-,-,-
diag_000017,index_012,text_diag_000017_014,index_013,FALSE,-,-,-,-,-,-,-
diag_000017,index_013,text_diag_000017_015,index_014,FALSE,-,-,-,-,-,-,-
diag_000017,index_014,text_diag_000017_016,END,FALSE,-,-,-,-,-,-,-
diag_000017,index_015,text_diag_000017_018,index_016,FALSE,-,-,-,-,-,-,-
diag_000017,index_016,text_diag_000017_019,index_017,FALSE,-,-,-,-,-,-,-
diag_000017,index_017,text_diag_000017_020,index_018,FALSE,-,-,-,-,-,-,-
diag_000017,index_018,text_diag_000017_021,index_019,FALSE,-,-,-,-,-,-,-
diag_000017,index_019,text_diag_000017_022,index_020,FALSE,-,-,-,-,-,-,-
diag_000017,index_020,text_diag_000017_023,END,FALSE,-,-,-,-,-,-,-
diag_000018,index_000,text_diag_000018_000,index_001,FALSE,-,-,-,-,-,-,-
diag_000018,index_001,text_diag_000018_001,index_002,FALSE,-,-,-,-,-,-,-
diag_000018,index_002,text_diag_000018_002,index_003,FALSE,-,-,-,-,-,-,-
diag_000018,index_003,text_diag_000018_003,index_004,FALSE,-,-,-,-,-,-,-
diag_000018,index_004,text_diag_000018_004,index_005,FALSE,-,-,-,-,-,-,-
diag_000018,index_005,text_diag_000018_005,index_006,FALSE,-,-,-,-,-,-,-
diag_000018,index_006,text_diag_000018_006,index_007,FALSE,-,-,-,-,-,-,-
diag_000018,index_007,text_diag_000018_007,index_008,FALSE,-,-,-,-,-,-,-
diag_000018,index_008,text_diag_000018_008,END,FALSE,-,-,-,-,-,-,-
diag_000019,index_000,text_diag_000019_000,index_001,FALSE,-,-,-,-,-,-,-
diag_000019,index_001,text_diag_000019_001,index_002,FALSE,-,-,-,-,-,-,-
diag_000019,index_002,text_diag_000019_002,index_003,FALSE,-,-,-,-,-,-,-
diag_000019,index_003,text_diag_000019_003,index_004,FALSE,-,-,-,-,-,-,-
diag_000019,index_004,text_diag_000019_004,-,TRUE,text_diag_000019_005,index_005,text_diag_000019_010,index_009,-,-,-
diag_000019,index_005,text_diag_000019_006,index_006,FALSE,-,-,-,-,-,-,-
diag_000019,index_006,text_diag_000019_007,index_007,FALSE,-,-,-,-,-,-,-
diag_000019,index_007,text_diag_000019_008,index_008,FALSE,-,-,-,-,-,-,-
diag_000019,index_008,text_diag_000019_009,END,FALSE,-,-,-,-,-,-,-
diag_000019,index_009,text_diag_000019_011,index_010,FALSE,-,-,-,-,-,-,-
diag_000019,index_010,text_diag_000019_012,index_011,FALSE,-,-,-,-,-,-,-
diag_000019,index_011,text_diag_000019_013,index_012,FALSE,-,-,-,-,-,-,-
diag_000019,index_012,text_diag_000019_014,index_013,FALSE,-,-,-,-,-,-,-
diag_000019,index_013,text_diag_000019_015,END,FALSE,-,-,-,-,-,-,-
diag_000020,index_000,text_diag_000020_000,index_001,FALSE,-,-,-,-,-,-,-
diag_000020,index_001,text_diag_000020_001,index_002,FALSE,-,-,-,-,-,-,-
diag_000020,index_002,text_diag_000020_002,index_003,FALSE,-,-,-,-,-,-,-
diag_000020,index_003,text_diag_000020_003,index_004,FALSE,-,-,-,-,-,-,-
diag_000020,index_004,text_diag_000020_004,index_005,FALSE,-,-,-,-,-,-,-
diag_000020,index_005,text_diag_000020_005,index_006,FALSE,-,-,-,-,-,-,-
diag_000020,index_006,text_diag_000020_006,index_007,FALSE,-,-,-,-,-,-,-
diag_000020,index_007,text_diag_000020_007,index_008,FALSE,-,-,-,-,-,-,-
diag_000020,index_008,text_diag_000020_008,-,TRUE,text_diag_000020_009,index_009,text_diag_000020_012,index_011,text_diag_000020_016,index_014,-
diag_000020,index_009,text_diag_000020_010,index_010,FALSE,-,-,-,-,-,-,-
diag_000020,index_010,text_diag_000020_011,END,FALSE,-,-,-,-,-,-,event_000022
diag_000020,index_011,text_diag_000020_013,index_012,FALSE,-,-,-,-,-,-,-
diag_000020,index_012,text_diag_000020_014,index_013,FALSE,-,-,-,-,-,-,-
diag_000020,index_013,text_diag_000020_015,END,FALSE,-,-,-,-,-,-,-
diag_000020,index_014,text_diag_000020_017,index_015,FALSE,-,-,-,-,-,-,-
diag_000020,index_015,text_diag_000020_018,index_016,FALSE,-,-,-,-,-,-,-
diag_000020,index_016,text_diag_000020_019,index_017,FALSE,-,-,-,-,-,-,-
diag_000020,index_017,text_diag_000020_020,index_018,FALSE,-,-,-,-,-,-,-
diag_000020,index_018,text_diag_000020_021,index_019,FALSE,-,-,-,-,-,-,-
diag_000020,index_019,text_diag_000020_022,index_020,FALSE,-,-,-,-,-,-,-
diag_000020,index_020,text_diag_000020_023,index_021,FALSE,-,-,-,-,-,-,-
diag_000020,index_021,text_diag_000020_024,END,FALSE,-,-,-,-,-,-,event_000022
diag_100000,index_000,text_diag_100000_000,END,FALSE,-,-,-,-,-,-,-
diag_100001,index_000,text_diag_100001_000,END,FALSE,-,-,-,-,-,-,event_000010
diag_110000,index_000,text_diag_110000_000,END,FALSE,-,-,-,-,-,-,event_001003
diag_110001,index_000,text_diag_110001_000,END,FALSE,-,-,-,-,-,-,event_001004
diag_110002,index_000,text_diag_110002_000,END,FALSE,-,-,-,-,-,-,event_001005
diag_111001,index_000,text_diag_111001_000,END,FALSE,-,-,-,-,-,-,
diag_111002,index_000,text_diag_111002_000,END,FALSE,-,-,-,-,-,-,
diag_111003,index_000,text_diag_111003_000,END,FALSE,-,-,-,-,-,-,
diag_111004,index_000,text_diag_111004_000,END,FALSE,-,-,-,-,-,-,
diag_200001,index_000,text_diag_200001_000,END,FALSE,-,-,-,-,-,-,event_000021
diag_200002,index_000,text_diag_200002_000,END,FALSE,-,-,-,-,-,-,event_000015
diag_200003,index_000,text_diag_200003_000,END,FALSE,-,-,-,-,-,-,event_000026
